20140607154500000,0,0,4073.48,4074.51,4072,4072.07,20.9653
20140607154600000,0,0,4072,4072,4070.5,4070.53,4.5767
20140607154700000,0,0,4070.53,4070.53,4070,4070,35.8998
20140607154800000,0,0,4070.01,4070.01,4068.21,4068.25,15.5087
20140607154900000,0,0,4068.28,4068.28,4067.22,4067.96,10.3373
20140607155000000,0,0,4068.57,4069.8,4067.25,4067.99,5.8146
20140607155100000,0,0,4067.22,4067.22,4062.02,4065.81,16.0144
20140607155200000,0,0,4065.75,4067.8,4061.11,4063,22.499
20140607155300000,0,0,4064.05,4066.57,4064.05,4066.55,4.6923
20140607155400000,0,0,4066.55,4067.99,4066.53,4066.53,11.7619
20140607155500000,0,0,4066.53,4066.53,4064.01,4064.01,18.9052
20140607155600000,0,0,4064.08,4064.1,4063.02,4064,19.3938
20140607155700000,0,0,4064.1,4067.8,4064.1,4064.98,10.1352
20140607155800000,0,0,4064.98,4067.58,4064,4067.49,11.2717
20140607155900000,0,0,4067.01,4069.01,4066.9,4067,14.076
20140607160000000,0,0,4067.01,4068.24,4066.97,4066.97,16.103
20140607160100000,0,0,4066.92,4066.92,4066.8,4066.8,0.65
20140607160200000,0,0,4066.8,4066.8,4065.01,4066.57,8.3304
20140607160300000,0,0,4066.56,4069.7,4065.3,4066.99,8.5533
20140607160400000,0,0,4066.99,4067.95,4066.41,4066.41,5.0738
20140607160500000,0,0,4067.95,4068,4067.8,4068,4.13
20140607160600000,0,0,4066.5,4067.95,4066.41,4067.95,12.3024
20140607160700000,0,0,4067.94,4068,4067.94,4068,12.3236
20140607160800000,0,0,4068.7,4070.5,4068.7,4070.5,3.416
20140607160900000,0,0,4070.5,4070.53,4069.82,4069.82,13.8971
20140607161000000,0,0,4069.77,4070.25,4069.22,4070.25,6.9631
20140607161100000,0,0,4070.25,4070.25,4068,4068,3.1212
20140607161200000,0,0,4068.12,4069.8,4068.11,4069.59,13.5531
20140607161300000,0,0,4069.8,4070.77,4068.33,4068.33,25.1075
20140607161400000,0,0,4068.01,4070.07,4068,4070.07,21.888
20140607161500000,0,0,4070.07,4070.07,4069.7,4069.76,7.1782
